sitear	neighbourhood	organisat	governorateor	districtor	photo	environment	governorate	district	phone	householdnum	household	men	women	boys	girls	individual	water_access	water_quality	electric	openelement	damage	hazards	mines	fighting	geo	Improvised_Shelter	Tent	Individual_mud_building	Individual_mix_building	Individual_concrete_building	Shop	Apartment_block	Under_construction	opensite	abandonned	unfinished	class	accom	cluster	scoreclass	longitude	latitude
ÂÌﬂ· ”«·„	‘«Ê—Ìﬂ	drc	Dahuk	Dahuk	1413712565862.jpg	isolated	Dahuk	Dahuk	7504865461	e. 8-10	4	8	9	8	9	34	4.None	4.None	4.None	4.None	1.Major	1.Major	4.None	4.None	"37.0067970268428,42.986190514639"	0	0	0	0	0	0	0	1	No	No	Yes	a. 0-49	Unfinished 	Cluster 2	3.Medium	42.98619051	37.00679703
ÂÌﬂ· „Œ «—	ÕÊÃ«›«	drc	Dahuk	Dahuk	1413715772012.jpg	isolated	Dahuk	Dahuk	7508668664	5-Apr	3	3	3	3	2	11	3.Minor	4.None	4.None	4.None	4.None	4.None	4.None	4.None	"37.0105403847992,43.047552164644"	0	0	0	0	0	0	0	1	No	No	Yes	a. 0-49	Unfinished 	Cluster 1	4.Low	43.04755216	37.01054038
œ«—	ÕÊÃ«›«	drc	Dahuk	Dahuk	1413716114647.jpg	isolated	Dahuk	Dahuk	7501608321	d. 6-7	6	9	8	8	9	34	1.Major	4.None	4.None	4.None	4.None	4.None	4.None	4.None	"37.0101708266884,43.0479360558093"	0	0	0	0	0	0	0	1	No	No	Yes	a. 0-49	Unfinished 	Cluster 2	4.Low	43.04793606	37.01017083
 ·ﬂ»—	 ·ﬂ»—	unhcr	Dahuk	Zakho	1413706235408.jpg	city_centre	Dahuk	Zakho	7703041021	d. 6-7	6	9	9	7	6	31	4.None	4.None	4.None	4.None	4.None	4.None	4.None	4.None	"37.1640732856609,42.7130814632523"	0	0	0	0	0	0	0	1	No	No	Yes	a. 0-49	Unfinished 	Cluster 1	5.None	42.71308146	37.16407329
 ·ﬂ»—	 ·ﬂ»—	unhcr	Dahuk	Zakho	1413706807758.jpg	city_centre	Dahuk	Zakho	7808097818	5-Apr	5	5	5	4	6	20	4.None	4.None	4.None	4.None	4.None	4.None	4.None	4.None	"37.1637324099227,42.7133009194834"	0	0	0	0	0	0	0	1	No	No	Yes	a. 0-49	Unfinished 	Cluster 1	5.None	42.71330092	37.16373241
œ«— ÂÊ“«‰	 ·ﬂ»—	reach	Dahuk	Zakho	1413274714816.jpg	city_suburb	Dahuk	Zakho	7501135906	d. 6-7	7	9	13	11	9	42	4.None	4.None	4.None	2.Moderate	4.None	4.None	4.None	4.None	"37.1707378585962,42.7495830964186"	0	0	0	0	0	0	0	1	No	No	Yes	a. 0-49	Unfinished 	Cluster 1	5.None	42.7495831	37.17073786
 ·ﬂ»—	œ«∆—… ﬂ„—ﬂ  ·ﬂ»—	unhcr	Dahuk	Zakho	1413708464242.jpg	city_centre	Dahuk	Zakho	7508814123	5-Apr	10	10	12	15	9	46	4.None	3.Minor	3.Minor	3.Minor	3.Minor	3.Minor	3.Minor	3.Minor	"37.1688838196159,42.712550940555"	0	0	0	0	0	0	0	1	No	No	Yes	a. 0-49	Unfinished 	Cluster 3	1.Extreme	42.71255094	37.16888382
 ·ﬂ»—	ﬁ—» „œ—”… ‘„«·	unhcr	Dahuk	Zakho	1413713610676.jpg	city_centre	Dahuk	Zakho	7507154880	e. 8-10	7	8	10	15	17	50	3.Minor	3.Minor	3.Minor	3.Minor	3.Minor	3.Minor	3.Minor	3.Minor	"37.1629475999146,42.7132525833886"	0	0	0	0	0	0	0	1	No	No	Yes	b. 50-99	Unfinished 	Cluster 3	1.Extreme	42.71325258	37.1629476
999	œÌ— ﬂ‘‰Ìﬂ	drc	Dahuk	Dahuk	1413704645207.jpg	isolated	Dahuk	Dahuk	7507272594	e. 8-10	7	15	12	12	15	54	4.None	4.None	4.None	4.None	4.None	4.None	4.None	4.None	"37.0065184542909,43.0935948807746"	0	0	0	0	0	0	0	1	No	No	Yes	b. 50-99	Unfinished 	Cluster 1	5.None	43.09359488	37.00651845
ÂÌﬂ· œ·Ê›«‰	œÌ— ﬂ‘‰Ìﬂ	drc	Dahuk	Dahuk	1413705080733.jpg	isolated	Dahuk	Dahuk	7507015214	e. 8-10	5	12	19	8	5	44	4.None	4.None	4.None	4.None	4.None	4.None	4.None	4.None	"37.0064077712595,43.0939361080527"	0	0	0	0	0	0	0	1	No	No	Yes	a. 0-49	Unfinished 	Cluster 1	5.None	43.09393611	37.00640777
œ«— »ÂÃ  »Ì”›ﬂÌ	»Ì”›ﬂÌ	drc	Dahuk	Dahuk	1413706200444.jpg	isolated	Dahuk	Dahuk	7505345957	5-Apr	5	5	9	2	2	18	4.None	4.None	4.None	4.None	4.None	4.None	4.None	4.None	"36.9955003587529,43.1078154500574"	0	0	0	0	0	0	0	1	No	No	Yes	a. 0-49	Unfinished 	Cluster 1	5.None	43.10781545	36.99550036
”ÌÃÌ	”Ì„Ì·	reach	Dahuk	Sumel	1413701104991.jpg	town	Dahuk	Sumel	7503485629	d. 6-7	6	13	15	7	6	41	2.Moderate	2.Moderate	3.Minor	1.Major	4.None	3.Minor	1.Major	4.None	"36.9078381092332,42.8923101484681"	0	0	0	0	0	0	0	1	No	No	Yes	a. 0-49	Unfinished 	Cluster 2	2.High	42.89231015	36.90783811
œ«— ÕÃÌ Ã„Ì· ⁄„—	ﬂ—Ì » Ì	drc	Dahuk	Dahuk	1413707429181.jpg	isolated	Dahuk	Dahuk	7503835698	e. 8-10	5	12	10	9	8	39	4.None	4.None	4.None	4.None	4.None	4.None	4.None	4.None	"36.9939938373864,43.0663498397917"	0	0	0	0	0	0	0	1	No	No	Yes	a. 0-49	Unfinished 	Cluster 1	5.None	43.06634984	36.99399384
”ÌÃÌ	”Ì„Ì·	reach	Dahuk	Sumel	1413701225089.jpg	town	Dahuk	Sumel	7507046388	e. 8-10	6	6	9	5	23	43	4.None	2.Moderate	3.Minor	2.Moderate	3.Minor	3.Minor	4.None	4.None	"36.9075095567316,42.8925966517035"	0	0	0	0	0	0	0	1	No	No	Yes	a. 0-49	Unfinished 	Cluster 1	3.Medium	42.89259665	36.90750956
”ÌÃÌ	ﬂÌ›·«	reach	Dahuk	Sumel	1413701258598.jpg	town	Dahuk	Sumel	7503087672	d. 6-7	5	7	6	7	13	33	3.Minor	3.Minor	3.Minor	2.Moderate	4.None	4.None	4.None	4.None	"36.9093489690702,42.8930040953931"	0	0	0	0	0	0	0	1	No	No	Yes	a. 0-49	Unfinished 	Cluster 1	3.Medium	42.8930041	36.90934897
”ÌÃÌ	”Ì„Ì·	reach	Dahuk	Sumel	1413703523964.jpg	town	Dahuk	Sumel	7507294336	e. 8-10	8	15	16	16	15	62	2.Moderate	2.Moderate	2.Moderate	1.Major	4.None	4.None	1.Major	4.None	"36.907252157467,42.8929377401794"	0	0	0	0	0	0	0	1	No	No	Yes	b. 50-99	Unfinished 	Cluster 2	2.High	42.89293774	36.90725216
ﬂÊ·«‰	„ﬁ«»·  ·ﬂ»—	unhcr	Dahuk	Zakho	1413268555029.jpg	city_centre	Dahuk	Zakho	7507021579	5-Apr	14	23	20	10	9	62	4.None	4.None	3.Minor	2.Moderate	4.None	4.None	4.None	4.None	"37.1588250067481,42.7196547425954"	0	0	0	0	0	0	0	1	No	No	Yes	b. 50-99	Unfinished 	Cluster 1	5.None	42.71965474	37.15882501
”ÌÃÌ	”Ì„Ì·	reach	Dahuk	Sumel	1413703274291.jpg	town	Dahuk	Sumel	7507408821	f. >10	6	15	19	20	15	69	4.None	4.None	3.Minor	3.Minor	4.None	4.None	4.None	4.None	"36.907315324084,42.8925637399219"	0	0	0	0	0	0	0	1	No	No	Yes	b. 50-99	Unfinished 	Cluster 1	4.Low	42.89256374	36.90731532
”ÃÌ	”„Ì·	reach	Dahuk	Sumel	1413713158352.jpg	town	Dahuk	Sumel	7504274362	5-Apr	6	2	6	10	11	29	2.Moderate	4.None	4.None	2.Moderate	4.None	4.None	4.None	4.None	"36.9112096170944,42.889840036256"	0	0	0	0	0	0	0	1	No	No	Yes	a. 0-49	Unfinished 	Cluster 2	4.Low	42.88984004	36.91120962
”Ì„Ì·	”Ì„Ì·	reach	Dahuk	Sumel	1413704983865.jpg	town	Dahuk	Sumel	7507241940	d. 6-7	6	7	5	10	8	30	2.Moderate	2.Moderate	2.Moderate	1.Major	3.Minor	4.None	1.Major	4.None	"36.9090287352458,42.894147233319"	0	0	0	0	0	0	0	1	No	No	Yes	a. 0-49	Unfinished 	Cluster 2	2.High	42.89414723	36.90902874
”ÌÃÌ	”Ì„Ì·	reach	Dahuk	Sumel	1413703852136.jpg	town	Dahuk	Sumel	7508825473	d. 6-7	9	12	13	12	8	45	4.None	4.None	4.None	2.Moderate	3.Minor	4.None	4.None	4.None	"36.9070891411993,42.8924638138919"	0	0	0	0	0	0	0	1	No	No	Yes	a. 0-49	Unfinished 	Cluster 1	4.Low	42.89246381	36.90708914
”ÌÃÌ	ﬂÌ›·«	reach	Dahuk	Sumel	1413701930828.jpg	town	Dahuk	Sumel	7507874130	e. 8-10	5	5	5	14	21	45	2.Moderate	2.Moderate	3.Minor	2.Moderate	4.None	4.None	4.None	4.None	"36.9089480539074,42.8932588162109"	0	0	0	0	0	0	0	1	No	No	Yes	a. 0-49	Unfinished 	Cluster 2	4.Low	42.89325882	36.90894805
”ÌÃÌ	”Ì„Ì·	reach	Dahuk	Sumel	1413705002083.jpg	town	Dahuk	Sumel	7508943500	d. 6-7	7	9	9	10	7	35	3.Minor	3.Minor	4.None	2.Moderate	3.Minor	3.Minor	4.None	4.None	"36.9079717035202,42.893808250258"	0	0	0	0	0	0	0	1	No	No	Yes	a. 0-49	Unfinished 	Cluster 1	2.High	42.89380825	36.9079717
”ÌÃÌ	ﬂÌ›·«	reach	Dahuk	Sumel	1413703481028.jpg	town	Dahuk	Sumel	7507885171	d. 6-7	5	6	4	8	8	26	3.Minor	3.Minor	3.Minor	4.None	4.None	4.None	4.None	4.None	"36.9080366432947,42.8935895746253"	0	0	0	1	0	0	0	0	No	Yes	No	a. 0-49	 Concrete 	Cluster 1	4.Low	42.89358957	36.90803664
”ÌÃÌ	”Ì„Ì·	reach	Dahuk	Sumel	1413705766054.jpg	town	Dahuk	Sumel	7507852431	e. 8-10	7	12	12	14	18	56	2.Moderate	2.Moderate	2.Moderate	1.Major	4.None	4.None	1.Major	4.None	"36.9093559341947,42.894631193979"	0	0	0	0	0	0	0	1	No	No	Yes	b. 50-99	Unfinished 	Cluster 2	2.High	42.89463119	36.90935593
”ÌÃÌ	”Ì„Ì·	reach	Dahuk	Sumel	1413713185579.jpg	town	Dahuk	Sumel	7503121649	e. 8-10	6	7	13	9	15	44	2.Moderate	2.Moderate	2.Moderate	1.Major	4.None	3.Minor	1.Major	4.None	"36.9110418717642,42.8897868888052"	0	0	0	0	0	0	0	1	No	No	Yes	a. 0-49	Unfinished 	Cluster 2	2.High	42.88978689	36.91104187
”ÌÃÌ	ﬂÌ›·«	reach	Dahuk	Sumel	1413705013132.jpg	town	Dahuk	Sumel	7507526047	d. 6-7	6	8	9	7	8	32	3.Minor	2.Moderate	3.Minor	2.Moderate	4.None	4.None	4.None	4.None	"36.908459434112,42.8946644691284"	0	0	0	0	0	0	0	1	No	No	Yes	a. 0-49	Unfinished 	Cluster 1	4.Low	42.89466447	36.90845943
ﬂÊ·«‰	„ﬁ«»·  ·ﬂ»—	unhcr	Dahuk	Zakho	1413269185289.jpg	city_centre	Dahuk	Zakho	7503978114	d. 6-7	5	8	9	11	4	32	4.None	4.None	3.Minor	3.Minor	4.None	4.None	4.None	4.None	"37.1586221167462,42.7201895331227"	0	0	0	0	0	0	0	1	No	No	Yes	a. 0-49	Unfinished 	Cluster 1	4.Low	42.72018953	37.15862212
”ÌÃÌ	”Ì„Ì·	reach	Dahuk	Sumel	1413714798394.jpg	town	Dahuk	Sumel	7503264362	d. 6-7	5	7	5	9	7	28	1.Major	1.Major	2.Moderate	2.Moderate	3.Minor	4.None	1.Major	4.None	"36.9111073058356,42.8909838795077"	0	0	0	0	0	0	0	1	No	No	Yes	a. 0-49	Unfinished 	Cluster 2	1.Extreme	42.89098388	36.91110731
”ÌÃÌ	ﬂÌ›·«	reach	Dahuk	Sumel	1413712148217.jpg	town	Dahuk	Sumel	7503087743	d. 6-7	11	12	13	15	20	60	2.Moderate	2.Moderate	3.Minor	1.Major	4.None	4.None	4.None	4.None	"36.9057423030307,42.8887886322351"	0	0	0	0	0	0	0	1	No	No	Yes	b. 50-99	Unfinished 	Cluster 2	3.Medium	42.88878863	36.9057423
„ﬁ»·…	ﬁ—Ì… „—Ì‰	reach	Dahuk	Sumel	1413722614473.jpg	town	Dahuk	Sumel	7501506202	d. 6-7	10	15	20	10	15	60	2.Moderate	2.Moderate	2.Moderate	1.Major	2.Moderate	4.None	3.Minor	4.None	"36.9221692525271,42.7618409298214"	0	0	0	0	0	0	0	1	No	No	Yes	b. 50-99	Unfinished 	Cluster 3	2.High	42.76184093	36.92216925
”ÌÃÌ	”Ì„Ì·	reach	Dahuk	Sumel	1413713426337.jpg	town	Dahuk	Sumel	7507034779	e. 8-10	10	13	14	21	34	82	2.Moderate	3.Minor	2.Moderate	2.Moderate	4.None	4.None	4.None	4.None	"36.9087813240054,42.8846392662911"	0	0	0	0	0	0	0	1	No	No	Yes	b. 50-99	Unfinished 	Cluster 1	4.Low	42.88463927	36.90878132
»Ìœ«—	”Ì„«·ﬂ«	iom	Dahuk	Zakho	1413713659209.jpg	city_centre	Dahuk	Zakho	7503016774	d. 6-7	64	72	94	97	109	372	2.Moderate	2.Moderate	3.Minor	2.Moderate	4.None	4.None	4.None	4.None	"37.1582624531757,42.6659342244264"	0	0	0	0	0	1	1	0	No	Yes	No	d. 250-499	 Shop Appart	Cluster 2	4.Low	42.66593422	37.15826245
«—œÊ«‰	«Ì«“	unhcr	Dahuk	Zakho	1413971374955.jpg	town	Dahuk	Zakho	7507875007	e. 8-10	95	223	220	225	210	878	3.Minor	2.Moderate	2.Moderate	4.None	1.Major	4.None	4.None	4.None	"37.1701718068108,42.6817953905542"	0	0	0	1	0	0	0	1	No	Yes	Yes	e. 500-2000	Unfinished Concrete 	Cluster 2	3.Medium	42.68179539	37.17017181
»Ìœ«—Ì	”Ì„«·ﬂ«	iom	Dahuk	Zakho	1413714080558.jpg	city_centre	Dahuk	Zakho	7507983795	e. 8-10	22	29	32	63	35	159	2.Moderate	1.Major	2.Moderate	2.Moderate	3.Minor	4.None	4.None	4.None	"37.1579108276366,42.6657291896514"	0	0	0	0	0	1	1	0	No	Yes	No	c. 100-249	 Shop Appart	Cluster 2	3.Medium	42.66572919	37.15791083
»Ìœ«—Ì	”Ì„«·ﬂ«	iom	Dahuk	Zakho	1413714431108.jpg	city_centre	Dahuk	Zakho	7507936043	e. 8-10	50	96	82	121	111	410	2.Moderate	1.Major	2.Moderate	2.Moderate	3.Minor	4.None	4.None	4.None	"37.1575964925003,42.6657984680682"	0	0	0	0	0	1	1	0	No	Yes	No	d. 250-499	 Shop Appart	Cluster 2	3.Medium	42.66579847	37.15759649
»Ìœ«—Ì	”Ì „«·ﬂ«	iom	Dahuk	Zakho	1413710006691.jpg	city_centre	Dahuk	Zakho	7510438201	d. 6-7	7	8	6	19	11	44	1.Major	1.Major	2.Moderate	1.Major	3.Minor	4.None	4.None	4.None	"37.1696591150409,42.6760985574186"	0	0	0	0	0	1	0	0	No	Yes	No	a. 0-49	 Shop 	Cluster 2	2.High	42.67609856	37.16965912
„Õ„ÊœÌ…	”Ì „«·ﬂ«	frc	Dahuk	Zakho	1413706756256.jpg	city_centre	Dahuk	Zakho	7507838523	d. 6-7	8	11	12	15	15	53	2.Moderate	4.None	3.Minor	2.Moderate	3.Minor	4.None	4.None	4.None	"37.1537284900058,42.6791499789762"	0	0	0	0	0	0	0	1	No	No	Yes	b. 50-99	Unfinished 	Cluster 2	4.Low	42.67914998	37.15372849
ﬂÊ·«‰	„ﬁ«»·  ·ﬂ»—	unhcr	Dahuk	Zakho	1413269648704.jpg	city_centre	Dahuk	Zakho	7507833990	e. 8-10	7	5	16	11	18	50	4.None	4.None	4.None	4.None	4.None	4.None	4.None	4.None	"37.1579128429878,42.719682229908"	0	0	0	0	0	0	0	1	No	No	Yes	b. 50-99	Unfinished 	Cluster 1	5.None	42.71968223	37.15791284
»‰«Ì… ÕÃÌ ﬁ«œ—	‘⁄»«‰ÌﬂÌ	frc	Dahuk	Zakho	1413708391628.jpg	city_centre	Dahuk	Zakho	7501088222	d. 6-7	16	18	19	32	21	90	4.None	2.Moderate	4.None	4.None	4.None	4.None	4.None	4.None	"37.1500237240661,42.6804563651206"	0	0	0	1	0	0	0	0	No	Yes	No	b. 50-99	 Concrete 	Cluster 1	5.None	42.68045637	37.15002372
„œ—”… Õ·»Ã… ﬁœÌ„	”Ì„«·ﬂ«	frc	Dahuk	Zakho	1413723239891.jpg	city_centre	Dahuk	Zakho	7507870769	d. 6-7	45	53	65	82	99	299	4.None	4.None	3.Minor	2.Moderate	2.Moderate	4.None	4.None	4.None	"37.1547741286198,42.6842686464928"	0	0	0	1	0	0	0	1	No	Yes	Yes	d. 250-499	Unfinished Concrete 	Cluster 2	4.Low	42.68426865	37.15477413
”ÌÃÌ	”Ì„Ì·	reach	Dahuk	Sumel	1413714060192.jpg	town	Dahuk	Sumel	7507582136	d. 6-7	11	19	17	13	8	57	2.Moderate	2.Moderate	2.Moderate	2.Moderate	4.None	4.None	4.None	4.None	"36.9087865818219,42.8842504428948"	0	0	0	0	0	0	0	1	No	No	Yes	b. 50-99	Unfinished 	Cluster 2	4.Low	42.88425044	36.90878658
”ÃÌ	”„Ì·	reach	Dahuk	Sumel	1413713841847.jpg	town	Dahuk	Sumel	7507532730	e. 8-10	8	9	10	18	19	56	2.Moderate	2.Moderate	2.Moderate	1.Major	3.Minor	4.None	1.Major	4.None	"36.9119930309915,42.8900820308163"	0	0	0	0	0	0	0	1	No	No	Yes	b. 50-99	Unfinished 	Cluster 2	2.High	42.89008203	36.91199303
”ÌÃÌ	”Ì„Ì·	reach	Dahuk	Sumel	1413714554232.jpg	town	Dahuk	Sumel	7507059314	5-Apr	5	6	5	4	7	22	2.Moderate	2.Moderate	2.Moderate	2.Moderate	4.None	4.None	4.None	4.None	"36.9087695104536,42.8841969659163"	0	0	0	0	0	0	0	1	No	No	Yes	a. 0-49	Unfinished 	Cluster 2	4.Low	42.88419697	36.90876951
”ÃÌ	”„Ì·	reach	Dahuk	Sumel	1413714667992.jpg	town	Dahuk	Sumel	7503417412	d. 6-7	7	15	9	6	8	38	2.Moderate	3.Minor	4.None	3.Minor	3.Minor	3.Minor	4.None	4.None	"36.9109902008289,42.8912680765799"	0	0	0	0	0	0	0	1	No	No	Yes	a. 0-49	Unfinished 	Cluster 1	2.High	42.89126808	36.9109902
”ÃÌ	”„Ì·	reach	Dahuk	Sumel	1413717543137.jpg	town	Dahuk	Sumel	7503436565	d. 6-7	6	10	9	8	8	35	2.Moderate	2.Moderate	4.None	2.Moderate	4.None	4.None	4.None	4.None	"36.9107388010896,42.890731864036"	0	0	0	0	0	0	0	1	No	No	Yes	a. 0-49	Unfinished 	Cluster 2	4.Low	42.89073186	36.9107388
ﬂ›· ”‰Ì	»«ﬂÌ—«	harikar	Dahuk	Dahuk	1413792973848.jpg	town	Dahuk	Dahuk	7503112356	d. 6-7	20	25	35	29	36	125	4.None	4.None	4.None	4.None	4.None	4.None	4.None	4.None	"36.9683970131031,43.1825190057724"	0	0	0	1	0	0	0	0	No	Yes	No	c. 100-249	 Concrete 	Cluster 1	5.None	43.18251901	36.96839701
ﬂ·Ì ﬁ‰ «—«	»«ﬂÌ—«	harikar	Dahuk	Dahuk	1413794007331.jpg	town	Dahuk	Dahuk	7507956182	5-Apr	5	8	6	2	5	21	1.Major	2.Moderate	4.None	3.Minor	4.None	4.None	4.None	4.None	"36.9433774199536,43.1626425812231"	0	0	0	0	0	0	0	1	No	No	Yes	a. 0-49	Unfinished 	Cluster 2	3.Medium	43.16264258	36.94337742
999	«Ê”„«‰«	drc	Dahuk	Dahuk	1413790110872.jpg	isolated	Dahuk	Dahuk	7507848456	d. 6-7	5	6	5	8	7	26	1.Major	1.Major	2.Moderate	2.Moderate	3.Minor	4.None	4.None	4.None	"37.0577975967899,42.9458486661315"	0	0	0	0	0	0	0	1	No	No	Yes	a. 0-49	Unfinished 	Cluster 2	2.High	42.94584867	37.0577976
ﬂÊ·«‰	„ﬁ«»·  ·ﬂ»—	unhcr	Dahuk	Zakho	1413270801932.jpg	city_centre	Dahuk	Zakho	7507848361	d. 6-7	5	9	6	9	8	32	4.None	4.None	4.None	4.None	4.None	4.None	4.None	4.None	"37.1557319302077,42.7225929880116"	0	0	0	0	0	0	0	1	No	No	Yes	a. 0-49	Unfinished 	Cluster 1	5.None	42.72259299	37.15573193
ÂÌﬂ· „Õ„œ ’«·Õ	„«‰ﬂÌ‘ﬂ	drc	Dahuk	Dahuk	1413792934210.jpg	isolated	Dahuk	Dahuk	7507438354	5-Apr	5	5	4	6	7	22	4.None	4.None	2.Moderate	4.None	4.None	4.None	4.None	4.None	"37.037704330869,43.1000621896237"	0	0	0	0	0	0	0	1	No	No	Yes	a. 0-49	Unfinished 	Cluster 1	5.None	43.10006219	37.03770433
ÂÌﬂ· ”·Ì„«‰ «»—«ÂÌ„	„«‰ﬂÌ‘ﬂ	drc	Dahuk	Dahuk	1413793272594.jpg	isolated	Dahuk	Dahuk	7703033346	d. 6-7	5	8	6	4	12	30	4.None	4.None	2.Moderate	4.None	4.None	4.None	4.None	4.None	"37.0376010658219,43.1002418976277"	0	0	0	0	0	0	0	1	No	No	Yes	a. 0-49	Unfinished 	Cluster 1	5.None	43.1002419	37.03760107
ÂÌﬂ· «·Ê«Õœ	„«‰ﬂÌ‘ﬂ	drc	Dahuk	Dahuk	1413794009952.jpg	isolated	Dahuk	Dahuk	7501364297	5-Apr	5	4	3	5	6	18	4.None	4.None	2.Moderate	4.None	4.None	4.None	4.None	4.None	"37.038032063283,43.1009952630848"	0	0	0	0	0	0	0	1	No	No	Yes	a. 0-49	Unfinished 	Cluster 1	5.None	43.10099526	37.03803206
„”ﬂ‰ „ÂœÌ	«·ﬂÌ‘ﬂ«	drc	Dahuk	Dahuk	1413797918462.jpg	isolated	Dahuk	Dahuk	7724962554	d. 6-7	6	10	8	12	8	38	4.None	4.None	3.Minor	4.None	4.None	4.None	4.None	4.None	"37.0148817496374,43.1944718398154"	0	0	0	0	0	0	0	1	No	No	Yes	a. 0-49	Unfinished 	Cluster 1	5.None	43.19447184	37.01488175
999	Ê”„«‰«	drc	Dahuk	Dahuk	1413789373604.jpg	isolated	Dahuk	Dahuk	7507853247	d. 6-7	5	10	9	7	5	31	3.Minor	4.None	4.None	4.None	4.None	4.None	4.None	4.None	"37.0583508862182,42.9457268770784"	0	0	0	0	0	0	0	1	No	No	Yes	a. 0-49	Unfinished 	Cluster 1	4.Low	42.94572688	37.05835089
œ«— ⁄À„«‰	«Ê”„«‰«	drc	Dahuk	Dahuk	1413789849057.jpg	isolated	Dahuk	Dahuk	7507975963	e. 8-10	3	4	9	5	6	24	4.None	4.None	4.None	4.None	4.None	4.None	4.None	4.None	"37.0579939009622,42.9444049671292"	0	0	0	0	0	0	0	1	No	No	Yes	a. 0-49	Unfinished 	Cluster 1	5.None	42.94440497	37.0579939
999	«Ê”„«‰«	drc	Dahuk	Dahuk	1413790117358.jpg	isolated	Dahuk	Dahuk	7501364591	5-Apr	5	5	5	7	6	23	1.Major	1.Major	4.None	4.None	4.None	4.None	4.None	4.None	"37.0577670028433,42.9443787317723"	0	0	0	0	0	0	0	1	No	No	Yes	a. 0-49	Unfinished 	Cluster 2	3.Medium	42.94437873	37.057767
ÂÌﬂ· “ÂÌ—	„«‰ﬂÌ‘ﬂ	drc	Dahuk	Dahuk	1413792808639.jpg	isolated	Dahuk	Dahuk	7502120777	5-Apr	5	5	5	7	5	22	4.None	4.None	4.None	4.None	4.None	4.None	4.None	4.None	"37.0349831040949,43.1004428956658"	0	0	0	0	0	0	0	1	No	No	Yes	a. 0-49	Unfinished 	Cluster 1	5.None	43.1004429	37.0349831
ÂÌﬂ· ‘„”œÌ‰	„«‰ﬂÌ‘ﬂ	drc	Dahuk	Dahuk	1413793485943.jpg	isolated	Dahuk	Dahuk	7501673445	5-Apr	5	5	4	4	3	16	3.Minor	4.None	4.None	4.None	1.Major	1.Major	1.Major	1.Major	"37.0377930952236,43.0987490806729"	0	0	0	0	0	0	0	1	No	No	Yes	a. 0-49	Unfinished 	Cluster 5	1.Extreme	43.09874908	37.0377931
ÂÌﬂ· ‘Ì—Ê«‰	ﬂÊ›·Ì	drc	Dahuk	Dahuk	1413794857113.jpg	isolated	Dahuk	Dahuk	7507190248	e. 8-10	7	15	12	12	13	52	1.Major	4.None	4.None	4.None	1.Major	1.Major	1.Major	1.Major	"37.0428941538557,43.1376183964312"	0	0	0	0	0	0	0	1	No	No	Yes	b. 50-99	Unfinished 	Cluster 5	1.Extreme	43.1376184	37.04289415
ﬂÊ·«‰	„ﬁ«»·  ·ﬂ»—	unhcr	Dahuk	Zakho	1413272433240.jpg	city_centre	Dahuk	Zakho	7503326635	5-Apr	5	5	6	3	3	17	4.None	4.None	4.None	4.None	4.None	4.None	4.None	4.None	"37.1566470024922,42.717853038873"	0	0	0	0	0	0	0	1	No	No	Yes	a. 0-49	Unfinished 	Cluster 1	5.None	42.71785304	37.156647
œ«— ÿ«Â— Õ”Ì‰ ⁄·Ì	»‰œ«	drc	Dahuk	Dahuk	1413795574563.jpg	isolated	Dahuk	Dahuk	7724962509	d. 6-7	5	9	8	5	3	25	1.Major	4.None	3.Minor	4.None	2.Moderate	4.None	4.None	4.None	"37.0581277180463,43.1696515157819"	0	0	0	0	0	0	0	1	No	No	Yes	a. 0-49	Unfinished 	Cluster 2	4.Low	43.16965152	37.05812772
ﬂ—«ÃÏ ¡«”Êœ…	ﬂ…—…ﬂÏ ¡«”Ê—…	iom	Sulaymaniyah	Chamchamal	1413446756000.jpg	town	Sulaymaniyah	Chamchamal	7713420820	3-Jan	37	6	11	9	8	34	4.None	3.Minor	4.None	1.Major	4.None	4.None	4.None	4.None	"35.5245438999202,44.8180398102955"	0	0	0	0	0	1	0	0	No	Yes	No	a. 0-49	 Shop 	Cluster 1	3.Medium	44.81803981	35.5245439
„Œ“‰ ›Ì ÕÌ ”—Â·œ«‰	ÕÌ «·’‰«⁄…	unhcr	Dahuk	Dahuk	1413790105499.jpg	city_centre	Dahuk	Dahuk	7503212514	5-Apr	6	9	8	5	6	28	4.None	4.None	4.None	3.Minor	4.None	4.None	4.None	4.None	"36.8501372822202,43.0398573426031"	0	0	0	0	0	1	0	0	No	Yes	No	a. 0-49	 Shop 	Cluster 1	4.Low	43.03985734	36.85013728
„Œ“‰ ›Ì ÕÌ ”—»” Ì	ÕÌ œÌ«—ÌÌ	unhcr	Dahuk	Dahuk	1413796891856.jpg	city_centre	Dahuk	Dahuk	7503214584	d. 6-7	7	12	9	8	12	41	4.None	4.None	4.None	4.None	4.None	4.None	4.None	4.None	"36.8490342861929,43.0106282920317"	0	0	0	0	0	1	0	0	No	Yes	No	a. 0-49	 Shop 	Cluster 1	5.None	43.01062829	36.84903429
